Gender,Age,Country,EdLevel
,34.0,Germany,
Man,40.0,United States,Some college/university study without earning a degree
Man,28.0,United Kingdom,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,32.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,25.0,Netherlands,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Woman,37.0,United States,"Professional degree (JD, MD, etc.)"
Man,36.0,Germany,Some college/university study without earning a degree
"Non-binary, genderqueer, or gender non-conforming",27.0,Ukraine,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,28.0,Germany,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,28.0,Australia,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,26.0,Germany,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,27.0,Belgium,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,27.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,28.0,Thailand,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,27.0,India,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,44.0,France,"Other doctoral degree (Ph.D, Ed.D., etc.)"
Man,30.0,Brazil,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,29.0,Russian Federation,"Professional degree (JD, MD, etc.)"
Man,29.0,India,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,30.0,United Kingdom,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,32.0,Czech Republic,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,26.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,27.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,37.0,Greece,Some college/university study without earning a degree
Woman,26.0,Myanmar,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,34.0,Canada,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,38.0,United States,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,23.0,India,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,37.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,26.0,Colombia,"Professional degree (JD, MD, etc.)"
Man,22.0,Ireland,Some college/university study without earning a degree
Man,26.0,France,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,29.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,28.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Woman,25.0,United States,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,,United Kingdom,"Other doctoral degree (Ph.D, Ed.D., etc.)"
Man,26.0,Pakistan,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,23.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Woman,32.0,Poland,Some college/university study without earning a degree
Man,30.0,Ukraine,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,24.0,Bangladesh,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,25.0,Poland,Some college/university study without earning a degree
Man,27.0,France,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Woman,31.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Woman,30.0,United States,Some college/university study without earning a degree
Man,22.0,Spain,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,37.0,United States,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,35.0,New Zealand,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,25.0,Colombia,Some college/university study without earning a degree
Man,33.0,United States,Some college/university study without earning a degree
Man,36.0,Australia,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,31.0,Spain,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,26.0,Australia,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,30.0,Czech Republic,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)"
Man,31.0,Malta,Some college/university study without earning a degree
Man,30.0,Australia,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,31.0,Indonesia,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,50.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,28.0,United Kingdom,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Woman,26.0,Poland,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,34.0,Russian Federation,Some college/university study without earning a degree
Woman,19.0,Bulgaria,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)"
Man,20.0,Brazil,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,22.0,Brazil,
Man,53.0,United Kingdom,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,36.0,Italy,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,25.0,Spain,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,21.0,Brazil,Associate degree
Man,42.0,United Kingdom,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,,Bangladesh,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,42.0,United Kingdom,"Other doctoral degree (Ph.D, Ed.D., etc.)"
Man,35.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,21.0,Georgia,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)"
Man,27.0,Nigeria,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,27.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,28.0,Netherlands,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,39.0,Italy,Some college/university study without earning a degree
Man,35.0,Ukraine,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,27.0,India,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,28.0,United States,Some college/university study without earning a degree
Man,35.0,Bosnia and Herzegovina,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,24.0,China,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,26.0,Pakistan,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,35.0,United States,Some college/university study without earning a degree
Woman,42.0,Germany,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,52.0,Norway,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,24.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,31.0,Poland,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,23.0,Japan,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,34.0,Australia,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,21.0,Finland,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,34.0,United Kingdom,Some college/university study without earning a degree
Man,22.0,Pakistan,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,34.0,Slovakia,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,21.0,India,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,34.0,Italy,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,26.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,28.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,36.0,United States,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,32.0,Spain,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,39.0,United States,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,21.0,Australia,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)"
Man,63.0,New Zealand,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,42.0,Canada,Some college/university study without earning a degree
Man,27.0,Brazil,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,29.0,United States,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,30.0,Spain,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,32.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,22.0,India,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,25.0,Germany,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,31.0,United Kingdom,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,47.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
"Non-binary, genderqueer, or gender non-conforming",42.0,Mexico,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,35.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,25.0,Germany,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,46.0,Ukraine,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,22.0,United Kingdom,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,34.0,United States,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,28.0,Norway,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,34.0,United Kingdom,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,28.0,United Kingdom,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,30.0,United States,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,36.0,United States,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,44.0,Canada,Some college/university study without earning a degree
Man,47.0,United States,Some college/university study without earning a degree
Man,44.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,19.0,Armenia,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)"
Man,27.0,Israel,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,22.0,France,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,25.0,Pakistan,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,25.0,India,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,27.0,Pakistan,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,35.0,Luxembourg,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,46.0,Israel,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Woman,37.0,France,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,27.0,Bangladesh,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,47.0,Canada,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,28.0,Belgium,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Woman,23.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,29.0,United Kingdom,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,29.0,Spain,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,58.0,United States,Some college/university study without earning a degree
Man,29.0,Denmark,"Other doctoral degree (Ph.D, Ed.D., etc.)"
Man,25.0,India,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,21.0,Brazil,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,25.0,China,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,25.0,Colombia,Some college/university study without earning a degree
Man,38.0,Brazil,"Professional degree (JD, MD, etc.)"
Man,30.0,Germany,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,37.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,49.0,Spain,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,23.0,Poland,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)"
Man,45.0,United States,"Other doctoral degree (Ph.D, Ed.D., etc.)"
Man,35.0,Denmark,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,24.0,Pakistan,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,26.0,India,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,,Canada,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,26.0,India,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,29.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,30.0,Sweden,Some college/university study without earning a degree
Man,26.0,Belgium,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,29.0,South Africa,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,,Canada,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,31.0,Russian Federation,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,32.0,Belgium,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,49.0,United Kingdom,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,26.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Woman,25.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,20.0,France,"Professional degree (JD, MD, etc.)"
Man,37.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,26.0,Australia,"Other doctoral degree (Ph.D, Ed.D., etc.)"
Man,39.0,Spain,Associate degree
Man,24.0,Malaysia,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,33.0,United States,Associate degree
Man,43.0,Brazil,"Professional degree (JD, MD, etc.)"
Man,26.0,Russian Federation,Some college/university study without earning a degree
Man,23.0,Germany,Some college/university study without earning a degree
Man,26.0,Denmark,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,28.0,Norway,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,32.0,United States,Some college/university study without earning a degree
Man,28.0,Netherlands,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,31.0,Mexico,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,30.0,Sweden,Associate degree
"Woman;Non-binary, genderqueer, or gender non-conforming",30.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,38.0,Spain,Some college/university study without earning a degree
Man,26.0,United States,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,43.0,Sweden,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,24.0,Serbia,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Woman,31.0,France,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,23.0,Ukraine,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,27.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,23.0,Spain,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,29.0,Portugal,"Professional degree (JD, MD, etc.)"
Man,32.0,Argentina,Some college/university study without earning a degree
Man,34.0,Sweden,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,,Canada,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,31.0,United States,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,23.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,,Pakistan,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,40.0,Canada,Associate degree
Man,29.0,Colombia,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,37.0,Taiwan,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,25.0,Canada,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,30.0,Turkey,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,34.0,France,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,22.0,Lithuania,Some college/university study without earning a degree
Man,24.0,India,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,35.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,30.0,Indonesia,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,54.0,Denmark,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,28.0,Germany,Associate degree
Man,31.0,Canada,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,37.0,Italy,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)"
"Man;Non-binary, genderqueer, or gender non-conforming",27.0,Hungary,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,29.0,Germany,Some college/university study without earning a degree
Man,29.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,24.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,24.0,Canada,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,29.0,Canada,Some college/university study without earning a degree
Man,27.0,Pakistan,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,35.0,Germany,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
,23.0,Brazil,Some college/university study without earning a degree
Man,27.0,Netherlands,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,34.0,Portugal,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,29.0,India,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,37.0,India,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
"Non-binary, genderqueer, or gender non-conforming",69.0,United States,"Other doctoral degree (Ph.D, Ed.D., etc.)"
Man,29.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,43.0,United Kingdom,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,,China,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,34.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,32.0,Canada,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)"
Man,49.0,United Kingdom,Some college/university study without earning a degree
Man,23.0,Nigeria,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,,Austria,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,26.0,Australia,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,42.0,Slovenia,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,28.0,Australia,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,33.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,23.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,31.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,29.0,United Kingdom,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,50.0,United Kingdom,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,29.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,42.0,Spain,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,20.0,Italy,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)"
Man,27.0,Australia,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,25.0,Malaysia,Some college/university study without earning a degree
Woman,25.0,Iran,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,27.0,United States,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,33.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,30.0,Switzerland,
Man,27.0,Switzerland,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,46.0,Germany,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,30.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,39.0,France,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,47.0,Brazil,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,41.0,Germany,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,28.0,Mexico,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,25.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,29.0,Poland,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,39.0,Germany,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,40.0,United Kingdom,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,26.0,Germany,Some college/university study without earning a degree
Man,33.0,Brazil,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,36.0,Netherlands,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,24.0,Italy,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)"
Man,52.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,30.0,Ukraine,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,27.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,32.0,Pakistan,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Woman,32.0,France,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,22.0,Germany,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)"
Man,33.0,Russian Federation,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,30.0,Spain,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,52.0,New Zealand,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,22.0,United States,Some college/university study without earning a degree
Man,25.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,,United States,Some college/university study without earning a degree
Man,,United States,Some college/university study without earning a degree
Man,38.0,United States,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,30.0,Iran,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,,United Kingdom,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,29.0,India,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,25.0,Ireland,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,37.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Woman,45.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,52.0,United States,Associate degree
Man,26.0,India,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,29.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,39.0,Iran,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,25.0,Poland,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,35.0,United Kingdom,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,21.0,Brazil,Some college/university study without earning a degree
Man,37.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,33.0,Sweden,Some college/university study without earning a degree
Man,40.0,United States,"Other doctoral degree (Ph.D, Ed.D., etc.)"
Man,27.0,Belgium,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,,Iran,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,33.0,United States,Associate degree
Man,31.0,Netherlands,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,32.0,United States,Associate degree
Man,27.0,Japan,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Woman,27.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,33.0,Norway,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,47.0,Spain,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,42.0,Spain,Some college/university study without earning a degree
Man,25.0,Mexico,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,25.0,Sri Lanka,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,28.0,Finland,Some college/university study without earning a degree
Man,32.0,Germany,Some college/university study without earning a degree
Man,48.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,36.0,Brazil,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Woman,22.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,26.0,United Kingdom,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,34.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,31.0,Brazil,"Professional degree (JD, MD, etc.)"
Man,26.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,26.0,Spain,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,30.0,India,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,53.0,Spain,"Other doctoral degree (Ph.D, Ed.D., etc.)"
Man,38.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,30.0,India,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,28.0,Italy,Some college/university study without earning a degree
Woman,,United States,"Other doctoral degree (Ph.D, Ed.D., etc.)"
Man,29.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,25.0,Canada,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,37.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,46.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
,24.0,Poland,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)"
Man,29.0,Mexico,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Woman,42.0,United States,Some college/university study without earning a degree
Man,23.0,Germany,Some college/university study without earning a degree
Man,22.0,Canada,Some college/university study without earning a degree
Man,25.0,United Kingdom,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,34.0,Netherlands,Some college/university study without earning a degree
Man,30.0,Canada,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Woman,22.0,Peru,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,28.0,United States,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Woman,32.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,25.0,Croatia,
Man,29.0,Singapore,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Woman,30.0,United Kingdom,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,36.0,United States,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,38.0,United States,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,26.0,Russian Federation,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,34.0,Germany,Some college/university study without earning a degree
Man,35.0,United Kingdom,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,37.0,Switzerland,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,28.0,France,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,32.0,Paraguay,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)"
Man,42.0,United Kingdom,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,50.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,26.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,30.0,Norway,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,38.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,21.0,Poland,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,30.0,United Kingdom,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,35.0,Germany,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,31.0,France,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
"Woman;Non-binary, genderqueer, or gender non-conforming",25.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,29.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Woman,28.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,29.0,France,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
"Non-binary, genderqueer, or gender non-conforming",27.0,United States,Some college/university study without earning a degree
Man,29.0,United States,Some college/university study without earning a degree
Man,27.0,Brazil,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,33.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,26.0,India,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Woman,25.0,Uganda,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
